Submission ID,Project Title,Short Abstract,Keywords,TCM Classification,Omics Type,Source Type,Organism,Tissue,Disease,Repository,Publication Year,Sample Number,Submitted By,Institution,View Count,Like Count,Downloads,Updated At
tcmomics000917,Protective mechanisms of Qingda granule in hypertensive kidney injury: Focus on ERK/RSK1-mediated mitochondrial protection,This study investigates the protective mechanisms of Qingda granule (QDG) in AngII-induced hypertensive kidney injury. It focuses on ERK/RSK1-mediated mitochondrial protection and aims to identify new therapeutic targets by comparing gene expression in renal tissue.,Qingda granule;hypertensive kidney injury;ERK/RSK1;mitochondrial protection;AngII-induced hypertension,Chinese patent medicine,Transcriptomics,manual collect,Rattus norvegicus,,hypertensive kidney injury,GEO,2024,9,917,fujian univerity of TCM,0,0,0,
tcmomics000340,Licochalcone A activate glycolysis by via PI3K / AKT pathway to play an anti-aging effect on adipose stem cells and aging mice [hippocampus],"Licochalcone A activates glycolysis via the PI3K/AKT pathway, demonstrating anti-aging effects on adipose stem cells and the hippocampus of aging mice. Transcriptomic analyses were performed on treated mice to investigate its impact.",Licochalcone A;glycolysis;PI3K/AKT pathway;anti-aging;adipose stem cells;aging mice;hippocampus;transcriptomics,TCM Active ingredient,Transcriptomics,manual collect,Mus musculus,,,GEO,2022,4,340,Tongji university,0,0,0,
tcmomics000937,Parishin B Blocking TRIB3-AKT1 interaction inhibits Breast cancer Lung Metastasis,"This study aims to find drugs that block the TRIB3-AKT1 interaction to inhibit breast cancer progression and lung metastasis. Parishin B is identified as a potential candidate, as this interaction mediates breast cancer proliferation and metastasis, and inhibiting TRIB3 can render cold tumors hot.",Parishin B;TRIB3;AKT1;breast cancer;lung metastasis;interaction blocking;cold tumor,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,breast cancer,GEO,2025,6,937,"Department of Oncology, The First Hospital of Hunan University of Chinese Medicine",0,0,0,
tcmomics000939,Comparative evaluation of the biological characteristics of a novel retinoid X receptor agonist and bexarotene II,"A novel synthetic retinoid X receptor (RXR) agonist, 6OHA, derived from magnaldehyde B's structure, demonstrates superior biological characteristics to bexarotene. 6OHA shows better selectivity, favorable pharmacokinetics, and a safer profile for treating Alzheimer's disease without inducing adverse effects, positioning it as a promising therapeutic agent.",retinoid X receptor;RXR agonist;Alzheimer's disease;6OHA;bexarotene;pharmacokinetics,Other,Transcriptomics,manual collect,Mus musculus,,Alzheimer's disease,GEO,2025,4,939,Aichi Gakuin University,0,0,0,
tcmomics000940,Lycium barbarum polysaccharide-glycoprotein ameliorates abnormal neural activity in depressive patient-derived ventral forebrain organoids,"This study demonstrates that Lycium barbarum polysaccharide-glycoprotein (LbGp) ameliorates abnormal neural activity in major depressive disorder (MDD) patient-derived ventral forebrain organoids. LbGp restores impaired calcium dynamics and electrical activity, and modulates endoplasmic reticulum (ER) stress, suggesting its therapeutic potential for MDD.",Lycium barbarum polysaccharide-glycoprotein;LbGp;major depressive disorder;MDD;ventral forebrain organoids;neural activity;ER stress,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,Major depressive disorder,GEO,2025,12,940,Nanjing Medical University,0,0,0,
tcmomics000941,Integrated network pharmacology and transcriptomics to explore the mechanism of Gui-qi-yi-shen granules in the treatment of IgA nephropathy,"This study employs network pharmacology and transcriptomics to elucidate the therapeutic mechanisms of Gui-qi-yi-shen granules (GQYS) in IgA nephropathy (IgAN). Transcriptome sequencing in mice identified significant differential gene expression between IgAN, control, and GQYS-treated groups, revealing potential therapeutic targets.",Gui-qi-yi-shen granules;IgA nephropathy;network pharmacology;transcriptomics;mechanism;differential gene expression,Modern formula,Transcriptomics,manual collect,Mus musculus,,IgA nephropathy,GEO,2025,9,941,Hangzhou TCM Hospital Affiliated to Zhejiang Chinese Medical University,0,0,0,
tcmomics000942,Unveiling a Novel in-vitro Model of Skin Inflamm-Aging: Validation of Terminalia chebula Extract and Supermolecular Bakuchiol for Reversal of Inflamm-Aging,"A novel in-vitro inflamm-aging model for sensitive skin was developed using macrophages-fibroblasts. Terminalia chebula extract inhibited cell senescence and inflammatory factors. Supermolecular bakuchiol promoted collagen production and suppressed inflammation, validating their anti-inflammaging effects in this model.",inflamm-aging; skin model; Terminalia chebula extract; bakuchiol; anti-aging; anti-inflammatory; in-vitro,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,,GEO,2025,16,942,"Better Way (Shanghai) Cosmetics Co. Ltd., China",0,0,0,
tcmomics000947,Immune regulation mechanism of polysacchride extracted from Acanthopanax senticosus on RAW 264.7 cells through activating the TLR/MAPK/NF-?|??B signaling pathway,"This study elucidated the immunoregulatory mechanism of Acanthopanax senticosus polysaccharide (ASPS-A1) on RAW 264.7 cells. ASPS-A1 activates the TLR/MAPK/NF-κB pathway, upregulating iNOS, IL-1尾, IL-6, and TNF-α via TLR2/4, indicating its potential as a natural immune enhancer.",Acanthopanax senticosus;polysaccharide;immune regulation;TLR signaling pathway;MAPK;NF-κB;RAW 264.7 cells,TCM Active ingredient,Transcriptomics,manual collect,Mus musculus,,,GEO,2025,6,947,Changchun university,0,0,0,
tcmomics000948,Effect of ZYHT Recipe on transcriptome profiling of cancer cells,"This study investigated the mechanism of ZYHT Recipe on gastric cancer. RNA-seq was performed to explore the transcriptome profiling of gastric cancer cells treated with or without ZYHT Recipe, including three biological replicates per group.",ZYHT Recipe;gastric cancer;transcriptome profiling;RNA-seq,Modern formula,Transcriptomics,manual collect,Homo sapiens,,gastric cancer,GEO,2025,6,948,Institute of Cotton Research of Chinese Academy of Agricultural Science,0,0,0,
tcmomics000949,Antifungal activity and potential inhibitory mechanism of Huangqin decoction on Trichophyton mentagrophytes,"This study investigated the antifungal activity of Huangqin decoction (HQD) against Trichophyton mentagrophytes, a dermatophytosis pathogen. HQD significantly inhibited fungal growth, with transcriptome analysis revealing modulation of glutathione metabolism, inhibition of DNA replication, and repression of phospholipid synthesis, suggesting its potential as an anti-dermatophyte agent.",Huangqin decoction;Trichophyton mentagrophytes;antifungal activity;inhibitory mechanism;transcriptome;dermatophytosis,Classic formula,Transcriptomics,manual collect,Trichophyton mentagrophytes,,dermatophytosis,GEO,2025,6,949,Jiangxi Provincial People's Hospital (the First Affiliated Hospital of Nanchang Medical College),0,0,0,
tcmomics000951,The transcriptome sequencing of Galangin treated BGC823 Exosomes,"Galangin-containing exosomes (Galangin-Exo) were isolated from Galangin-treated BGC823 cells. RNA-seq identified differentially expressed miRNAs in Galangin-Exo. BGC823 cells specifically take up Galangin-Exo, which inhibits gastric cancer cell growth.",Galangin;exosomes;transcriptome sequencing;microRNAs;gastric cancer;BGC823 cells,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,gastric cancer,GEO,2025,2,951,Jilin University,0,0,0,
tcmomics000967,Geniposide suppressed tumor progression through DUOX1-mediated ferroptosis in hepatocellular carcinoma,"Geniposide, an iridoid glucoside from Gardenia jasminoides, exhibits diverse biological activities. This study aims to delineate the specific roles and underlying mechanisms of geniposide on the progression of hepatocellular carcinoma, particularly through DUOX1-mediated ferroptosis.",Geniposide;ferroptosis;hepatocellular carcinoma;DUOX1;tumor progression;Gardenia jasminoides,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,hepatocellular carcinoma,GEO,2025,12,967,Chengdu Public Health Clinical Center,0,0,0,
tcmomics000968,Effects of exercise and Phellodendron amurense extract in prostate cancer,"This study investigated how Phellodendron amurense extract (Nexrutine) and exercise impact prostate cancer progression by analyzing transcriptome changes. Both interventions showed similar effects in reducing aggressive tumors in the TRAMP model, counteracting oxidative stress from chronic prostatic inflammation.",Phellodendron amurense; Nexrutine; prostate cancer; exercise; transcriptome; TRAMP model,Herb/herbal medicine,Transcriptomics,manual collect,Mus musculus,,prostate cancer,GEO,2025,9,968,UT Health Science Center at San Antonio,0,0,0,
tcmomics000969,"Potential mechanisms by which Jiawei Lianpu Yin inhibits Helicobacter pylori colonization and alleviates gastric mucosal inflammation and damage: Integrated transcriptomics, network pharmacology, and experimental validation","Jiawei Lianpu Yin inhibits Helicobacter pylori colonization and alleviates gastric mucosal inflammation and damage. It activates the IRE1-XBP1 pathway, promotes MUC5AC synthesis, and enhances endoplasmic reticulum protein assembly, offering a potential treatment for H.pylori-related gastritis.",Jiawei Lianpu Yin;Helicobacter pylori;gastric mucosal inflammation;gastric mucosal damage;transcriptomics;network pharmacology;IRE1-XBP1 signaling pathway;MUC5AC;gastritis,Modern formula,Transcriptomics,manual collect,Rattus norvegicus,,gastritis,GEO,2025,9,969,The Affiliated Hospital of Wuhan Sports University,0,0,0,
tcmomics000970,Transcriptomic Profiling of TNF?|??-Stimulated Human Umbilical Vein Endothelial Cells (HUVECs) With and Without Isoginkgetin (ISOGK) Pretreatment.,"Isoginkgetin (ISOGK) attenuates endothelial inflammation by suppressing NF-κB p65 phosphorylation and nuclear translocation in TNF-α-stimulated HUVECs. This anti-inflammatory effect highlights ISOGK's therapeutic potential for atherosclerosis intervention, supported by transcriptomic profiling.",Isoginkgetin; endothelial inflammation; NF-κB; atherosclerosis; HUVECs; transcriptomics,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,atherosclerosis,GEO,2025,6,970,University of Science and Technology of China,0,0,0,
tcmomics000972,"Exploring the inhibitory mechanism ofgastric cancer by Banxia Xiexin Decoctionthrough the combination of serumpharmacochemistry, networkpharmacology, and transcriptomics","This research explores the inhibitory mechanism of Banxia Xiexin Decoction on gastric cancer. It identifies differentially expressed genes (DEGs) in AGS and SUN cell samples treated with various concentrations of the decoction, analyzing DEGs between treatment groups and cell lines using multi-omics approaches.",Banxia Xiexin Decoction;gastric cancer;inhibitory mechanism;serum pharmacochemistry;network pharmacology;transcriptomics;differentially expressed genes,Classic formula,Transcriptomics,manual collect,Homo sapiens,,gastric cancer,GEO,2025,18,972,Fujian University of Chinese Medicine,0,0,0,
tcmomics000976,Effect of artemisinin derivatives on the expression of genes related to oral tongue squamous cell carcinoma,"Artemisinin derivative (DHA) inhibits PDGF-BB secretion in oral tongue squamous carcinoma cells, thereby weakening tumor cell reprogramming effects on the tumor microenvironment. This provides new theoretical support for the anti-tumor mechanisms of natural product derivatives.",artemisinin derivatives; DHA; oral tongue squamous cell carcinoma; PDGF-BB; tumor microenvironment; anti-tumor,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,oral tongue squamous cell carcinoma,GEO,2025,6,976,Kunming Medical University,0,0,0,
tcmomics000984,Prim-O-glucosylcimifugin Attenuates TGF-?|??-Induced Fibrosis via MAPK Pathway Inhibition and ECM Remodeling in Intestinal Fibroblasts,Prim-O-glucosylcimifugin (POG) attenuates TGF-尾-induced intestinal fibrosis in fibroblasts. It inhibits MAPK/Smad signaling and promotes ECM degradation by modulating MMP1/TIMP1. These findings suggest POG as a promising therapeutic candidate for intestinal fibrosis in IBD.,Prim-O-glucosylcimifugin;intestinal fibrosis;TGF-β;MAPK pathway;ECM remodeling;inflammatory bowel disease;fibroblasts;MMP1;TIMP1,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,intestinal fibrosis,GEO,2025,9,984,Chungnam National University,0,0,0,
tcmomics000985,RNA sequencing of C elegans exposed to natural polyphenols,"C. elegans worms were exposed to honokiol or magnolol. Global transcriptomic profiles were determined to elucidate the potential modes of action of these natural polyphenols, providing insights into their biological effects.",honokiol;magnolol;C. elegans;RNA sequencing;transcriptomics;natural polyphenols,TCM Active ingredient,Transcriptomics,manual collect,Caenorhabditis elegans,,,GEO,2025,8,985,University of Copenhagen,0,0,0,
tcmomics000987,Large scale cell-based transcriptome data treated with Jakyakgamcho-tang in PC12 cell,Whole transcriptomic analysis was performed on PC12 cells treated with different concentrations of Jakyakgamcho-tang extracts (JGT-E and JGT-W). The study compared gene expression profiles between treated and vehicle-controlled cells to understand the formula's effects at a molecular level.,Jakyakgamcho-tang; PC12 cells; transcriptome; gene expression; herbal medicine,Classic formula,Transcriptomics,manual collect,Rattus norvegicus,,,GEO,2025,141,987,KOREA INSTITUTE of ORIENTAL MEDICINE,0,0,0,
